,sentiment,review_body,review_tidy,tokens
20863,1,"I like it lots. Takes good pics, the the screen plays videos really clear. Has lots of storage which I need. The only thing I don't like is that I cannot change the background to something that i want it to be. Haven't found anything else though that I do not like about it.",like lots Takes good pics screen plays videos really clear lots storage need thing like cannot change background something want Haven found anything else though like,"['like', 'lot', 'take', 'good', 'pic', 'screen', 'play', 'video', 'really', 'clear', 'lot', 'storage', 'need', 'thing', 'like', 'can', 'not', 'change', 'background', 'something', 'want', 'haven', 'find', 'anything', 'else', 'though', 'like']"
4837,1,LOVE them!!!!,LOVE,['love']
15466,1,"As expected, a  great buy",expected great,"['expect', 'great']"
18343,1,"I am having problems accessing books for free. I did find &#34;free books&#34; on the store on my kindle, but there didn't seem to be a big selection...are there other sites we can find free books to download on kindle.<br /><br />thanks, Colleen",problems accessing books free find free books store kindle seem selection sites find free books download kindle thanks Colleen,"['problem', 'access', 'book', 'free', 'find', 'free', 'book', 'store', 'kindle', 'seem', 'selection', 'site', 'find', 'free', 'book', 'download', 'kindle', 'thank', 'colleen']"
1374,1,The best ever best Apple Windows anything out there. If your looking for a tablet stop right here and buy a kindle no need to look any were else,best ever best Apple Windows anything looking tablet stop right kindle need look else,"['well', 'ever', 'good', 'apple', 'windows', 'anything', 'look', 'tablet', 'stop', 'right', 'kindle', 'need', 'look', 'else']"
5912,1,"Happy with my Fire HD 7. It's light, compact. Fast and easy to use.",Happy Fire light compact Fast easy,"['happy', 'fire', 'light', 'compact', 'fast', 'easy']"
15231,1,Great phone.,Great phone,"['great', 'phone']"
14544,1,"I love it, its a perfect size!",love perfect size,"['love', 'perfect', 'size']"
13724,1,Would give it 5 stars but certain apps are unavailable such as YouTube. Although you can still watch YouTube videos through the Internet browser or a different app made for playing youtube videos.,Would give stars certain apps unavailable YouTube Although still watch YouTube videos Internet browser different made playing youtube videos,"['would', 'give', 'star', 'certain', 'app', 'unavailable', 'youtube', 'although', 'still', 'watch', 'youtube', 'video', 'internet', 'browser', 'different', 'make', 'play', 'youtube', 'video']"
7407,1,I love it!  Received it as a gift...and am thoroughly enjoying it.  The only thing that would make it better is if it was also a phone!,love Received gift thoroughly enjoying thing would make better also phone,"['love', 'receive', 'gift', 'thoroughly', 'enjoy', 'thing', 'would', 'make', 'well', 'also', 'phone']"
25291,1,"My wife really enjoys this new Fire.  She had been using the original kindle for the past few years, so this is definitely an upgrade.  The picture is extremely clean and clear, and is also great for reading books.  The WIFI works flawlessly.",wife really enjoys Fire using original kindle past years definitely upgrade picture extremely clean clear also great reading books WIFI works flawlessly,"['wife', 'really', 'enjoy', 'fire', 'use', 'original', 'kindle', 'past', 'year', 'definitely', 'upgrade', 'picture', 'extremely', 'clean', 'clear', 'also', 'great', 'reading', 'book', 'wifi', 'work', 'flawlessly']"
20190,1,My mother loved this gift.,mother loved gift,"['mother', 'love', 'gift']"
6329,1,Works as advertised,Works advertised,"['work', 'advertise']"
3513,1,Everything I expected. A great upgrade from my 1st generation kindle. everything transferred to the new one just fine.,Everything expected great upgrade generation kindle everything transferred fine,"['everything', 'expect', 'great', 'upgrade', 'generation', 'kindle', 'everything', 'transfer', 'fine']"
23451,1,It has a better picture quality then the iPad but has better used for reading and watching movies. It also easy to purchase apps as well.,better picture quality iPad better used reading watching movies also easy purchase apps well,"['well', 'picture', 'quality', 'ipad', 'well', 'use', 'reading', 'watch', 'movie', 'also', 'easy', 'purchase', 'app', 'well']"
8286,1,I love it.  Arrived as promised. Condition perfect. Fire HD 7 is easy to use and does more than just a tablet.,love Arrived promised Condition perfect Fire easy tablet,"['love', 'arrive', 'promise', 'condition', 'perfect', 'fire', 'easy', 'tablet']"
39,1,"It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",works well fast using much case comes fear scratching display,"['work', 'well', 'fast', 'use', 'much', 'case', 'come', 'fear', 'scratch', 'display']"
7629,1,"This is my second kindle fire and I love it. The picture quality when I watch Netflix is fantastic. I love that I can Skype with friends and family out of state. My 3rd generation didn't have a camera so this is an upgrade for me. So many pluses, I've yet to find a downfall.",This second kindle fire love picture quality watch Netflix fantastic love Skype friends family state generation camera upgrade many pluses find downfall,"['this', 'second', 'kindle', 'fire', 'love', 'picture', 'quality', 'watch', 'netflix', 'fantastic', 'love', 'skype', 'friend', 'family', 'state', 'generation', 'camera', 'upgrade', 'many', 'plus', 'find', 'downfall']"
29027,1,Very nice device.,Very nice device,"['very', 'nice', 'device']"
22503,1,This has been my favorite present ! Love the camera on it !,This favorite present Love camera,"['this', 'favorite', 'present', 'love', 'camera']"
16447,1,This is my fourth Kindle.  They just keep getting better.,This fourth Kindle They keep getting better,"['this', 'fourth', 'kindle', 'they', 'keep', 'get', 'well']"
21931,1,Exactly what I needed. Downloading anything is a snap.,Exactly needed Downloading anything snap,"['exactly', 'need', 'download', 'anything', 'snap']"
11704,1,I had the first Kindle Fire. This one is sooo much better!,first Kindle Fire This sooo much better,"['first', 'kindle', 'fire', 'this', 'sooo', 'much', 'well']"
14316,1,Awesome! My son loves it!,Awesome loves,"['awesome', 'love']"
7418,1,Love it!  Exceededs my expectations!,Love Exceededs expectations,"['love', 'exceeded', 'expectation']"
10168,1,Awesome! And awesome deal,Awesome awesome deal,"['awesome', 'awesome', 'deal']"
12246,1,I love the size of it and the graphics are great compared to my old hd 7.,love size graphics great compared,"['love', 'size', 'graphic', 'great', 'compare']"
7916,1,love this,love,['love']
10267,1,Loving it only wish I could afford my own hot spot to be online more often,Loving wish could afford spot online often,"['love', 'wish', 'could', 'afford', 'spot', 'online', 'often']"
4047,1,Much faster than my previous Kindle.,Much faster previous Kindle,"['much', 'fast', 'previous', 'kindle']"
29909,1,"I love the kindle fire!! It's my new favorite companion! Very fast to facebook, or anything online. Brilliant display, easy to use. A+++++!",love kindle fire favorite companion Very fast facebook anything online Brilliant display easy,"['love', 'kindle', 'fire', 'favorite', 'companion', 'very', 'fast', 'facebook', 'anything', 'online', 'brilliant', 'display', 'easy']"
5255,1,I love it,love,['love']
17060,1,I love it!,love,['love']
26941,1,Fast easy to use. Great product,Fast easy Great product,"['fast', 'easy', 'great', 'product']"
16444,1,Easy to use. Arrived earlier than expected. I've had my second generation Kindle for years and still use it. I look forward to having my Fire HD for years.,Easy Arrived earlier expected second generation Kindle years still look forward Fire years,"['easy', 'arrive', 'early', 'expect', 'second', 'generation', 'kindle', 'year', 'still', 'look', 'forward', 'fire', 'year']"
20234,1,works well easy to use ....,works well easy,"['work', 'well', 'easy']"
4710,1,Great fun,Great,['great']
1265,1,"It is all and more than I expected.  I can do a lot, even able to print something.  I like the size and it is light weight.",expected even able print something like size light weight,"['expect', 'even', 'able', 'print', 'something', 'like', 'size', 'light', 'weight']"
1297,1,"I love everything about it, except for the color.  Although it's not a bad color, not my favorite.  The rest is great.",love everything except color Although color favorite rest great,"['love', 'everything', 'except', 'color', 'although', 'color', 'favorite', 'rest', 'great']"
11130,1,It is an awesome small computer,awesome small computer,"['awesome', 'small', 'computer']"
11682,1,I lost my first kindle in a house fire.  I just received my second kindle fire as a gift.  I love it!  You can do so much with it!  Don't ever want to be without it again!,lost first kindle house fire received second kindle fire gift love much ever want without,"['lose', 'first', 'kindle', 'house', 'fire', 'receive', 'second', 'kindle', 'fire', 'gift', 'love', 'much', 'ever', 'want', 'without']"
27321,1,Great buy for the price. I love mine and use it everyday for personal and business use,Great price love mine everyday personal business,"['great', 'price', 'love', 'mine', 'everyday', 'personal', 'business']"
9007,1,"Got 2 of these for my wife and I! They work great, super fast,load movies and games great,love reading on it, and it has the best speakers ever!",wife They work great super fast load movies games great love reading best speakers ever,"['wife', 'they', 'work', 'great', 'super', 'fast', 'load', 'movie', 'game', 'great', 'love', 'read', 'good', 'speaker', 'ever']"
11633,1,nice HD,nice,['nice']
10735,1,Does it have Bluetooth,Does Bluetooth,"['do', 'bluetooth']"
8990,1,Better than advertised!!!,Better advertised,"['well', 'advertise']"
21921,1,User friendly and great price!,User friendly great price,"['user', 'friendly', 'great', 'price']"
4372,1,This is my third Kindle.  I use them all and love them!,This third Kindle love,"['this', 'third', 'kindle', 'love']"
11104,1,Love it,Love,['love']
13542,1,I like my Kindle Fire 7.,like Kindle Fire,"['like', 'kindle', 'fire']"
8229,1,"It's killer.  And for the sale price of $79 bucks, how could you possibly go wrong?<br />Get it and be happy (it's a simple pleasure that works smoothly).",killer sale price bucks could possibly wrong happy simple pleasure works smoothly,"['killer', 'sale', 'price', 'buck', 'could', 'possibly', 'wrong', 'happy', 'simple', 'pleasure', 'work', 'smoothly']"
11356,1,"It's a very good device. The video is awesome. However, the instructions, help files, etc., are not very good. I spent far too much time and effort trying to figure out how to use it, and still haven't found out everything I need to know.",good device video awesome However instructions help files good spent much time effort trying figure still found everything need know,"['good', 'device', 'video', 'awesome', 'however', 'instruction', 'help', 'file', 'good', 'spend', 'much', 'time', 'effort', 'try', 'figure', 'still', 'find', 'everything', 'need', 'know']"
4394,1,Love it. I would buy it again.,Love would,"['love', 'would']"
15310,1,I am enjoying my fire HD7  am still learning some things.,enjoying fire still learning things,"['enjoy', 'fire', 'still', 'learn', 'thing']"
463,1,"antiglare protector screen does not work well, the millions of free songs never seem to be the ones I want... my taste runs to the classic rock 70's and 80's and there is a cost to almost every selection I made... movies same story.  I will probably cancel Amazon Prime for the same reason  if my experience doesn't change in the next few weeks.  Otherwise the hardware is everything I expected.",antiglare protector screen work well millions free songs never seem ones want taste runs classic rock cost almost every selection made movies story probably cancel Amazon Prime reason experience change next weeks Otherwise hardware everything expected,"['antiglare', 'protector', 'screen', 'work', 'well', 'million', 'free', 'song', 'never', 'seem', 'one', 'want', 'taste', 'run', 'classic', 'rock', 'cost', 'almost', 'every', 'selection', 'make', 'movie', 'story', 'probably', 'cancel', 'amazon', 'prime', 'reason', 'experience', 'change', 'next', 'week', 'otherwise', 'hardware', 'everything', 'expect']"
385,1,"I`m still learning about the different features and apps. I`m a bit overwhelmed, but definetley impressed, and it`s every the manufacture said it would be and then some. I hope to add to this review at a later date.",still learning different features apps overwhelmed definetley impressed every manufacture said would hope review later date,"['still', 'learn', 'different', 'feature', 'app', 'overwhelm', 'definetley', 'impress', 'every', 'manufacture', 'say', 'would', 'hope', 'review', 'later', 'date']"
14438,1,I absolutely love it!  I wish I had gotten it sooner.,absolutely love wish gotten sooner,"['absolutely', 'love', 'wish', 'get', 'soon']"
23857,1,"Really great for reading, and just anything else you need from a tablet, really smooth and responsive, with a great battery life",Really great reading anything else need tablet really smooth responsive great battery life,"['really', 'great', 'read', 'anything', 'else', 'need', 'tablet', 'really', 'smooth', 'responsive', 'great', 'battery', 'life']"
21332,1,Everything thing has meet my expectations except the lack of battery life. It advertises 8 hours but can barely get 1.5 at low brightness.,Everything thing meet expectations except lack battery life advertises hours barely brightness,"['everything', 'thing', 'meet', 'expectation', 'except', 'lack', 'battery', 'life', 'advertise', 'hour', 'barely', 'brightness']"
19738,1,"(Writing from my kindle fire HD 7)<br /><br />Three kindle fire hd 7 is a wonderful tablet. Here are the pros and cons:<br /><br />Pros:<br />- Great display<br />- Fast<br />- Has a nice, clean OS<br />- Nice cameras<br />- LOVE the keyboard. Has a Swype thing.<br />- Has a lot of good apps supported<br />- Starts up fast<br />- Decent battery life<br />- Very responsive<br /><br />Cons:<br />- Lots of apps have glitches, or are not supported well.<br />- There are graphic problems on the carousel<br />- The carousel gets kind of annoying<br />- There are some bugs<br /><br />The are some problems, but overall it is great.",Writing kindle fire Three kindle fire wonderful tablet Here pros cons Pros Great display Fast nice clean Nice cameras LOVE keyboard Swype thing good apps supported Starts fast Decent battery life Very responsive Cons Lots apps glitches supported well There graphic problems carousel carousel gets kind annoying There bugs problems overall great,"['write', 'kindle', 'fire', 'three', 'kindle', 'fire', 'wonderful', 'tablet', 'here', 'pro', 'con', 'pros', 'great', 'display', 'fast', 'nice', 'clean', 'nice', 'camera', 'love', 'keyboard', 'swype', 'thing', 'good', 'app', 'support', 'starts', 'fast', 'decent', 'battery', 'life', 'very', 'responsive', 'cons', 'lots', 'app', 'glitch', 'support', 'well', 'there', 'graphic', 'problem', 'carousel', 'carousel', 'get', 'kind', 'annoying', 'there', 'bug', 'problem', 'overall', 'great']"
18530,1,I LOVE the kindle fire 7 it can do everything I hoped it would and more!,LOVE kindle fire everything hoped would,"['love', 'kindle', 'fire', 'everything', 'hope', 'would']"
6979,1,am still getting to know my new device. I am liking it more and more.,still getting know device liking,"['still', 'get', 'know', 'device', 'like']"
13868,1,"I haven't had my Kindle for very long, but so far I am very happy with it!  It runs fast and is exactly what I was looking for.",Kindle long happy runs fast exactly looking,"['kindle', 'long', 'happy', 'run', 'fast', 'exactly', 'look']"
24093,1,"Great product, can do most anything on it!",Great product anything,"['great', 'product', 'anything']"
23797,1,This gadget is definitely a keeper! I recommend it to all ages over 8 lol...,This gadget definitely keeper recommend ages,"['this', 'gadget', 'definitely', 'keeper', 'recommend', 'age']"
3979,1,"In terms of size, it is perfect for my needs.  I'm still figuring out how to use it, but I think I'm in luv with it.",terms size perfect needs still figuring think,"['term', 'size', 'perfect', 'need', 'still', 'figure', 'think']"
20193,1,"Not as user-friendly as I had hoped.  I'm a novice at electronic gadgets; I don't have a smart phone and thought this would be a good alternative, so the learning curve was (is) pretty steep.  It frustrates me to be unable to remove apps I don't want and not to be able to go where I want to go w/o going thru the steps.  I guess I will get used to it.",user friendly hoped novice electronic gadgets smart phone thought would good alternative learning curve pretty steep frustrates unable remove apps want able want going thru steps guess used,"['user', 'friendly', 'hope', 'novice', 'electronic', 'gadget', 'smart', 'phone', 'thought', 'would', 'good', 'alternative', 'learning', 'curve', 'pretty', 'steep', 'frustrate', 'unable', 'remove', 'app', 'want', 'able', 'want', 'go', 'thru', 'step', 'guess', 'use']"
14929,1,Wonderful delivery time. Came in perfect condition. This Kindle really is wonderful!,Wonderful delivery time Came perfect condition This Kindle really wonderful,"['wonderful', 'delivery', 'time', 'come', 'perfect', 'condition', 'this', 'kindle', 'really', 'wonderful']"
29362,1,"I love my Kindle Fire HD 7.  Beautiful picture, great color and exactly what I wanted when I looking to get one.",love Kindle Fire Beautiful picture great color exactly wanted looking,"['love', 'kindle', 'fire', 'beautiful', 'picture', 'great', 'color', 'exactly', 'want', 'look']"
6009,1,"Got this on sale, First time with one.Enjoying my time with it very much.",sale First time Enjoying time much,"['sale', 'first', 'time', 'enjoy', 'time', 'much']"
2921,1,Really love it!,Really love,"['really', 'love']"
13685,1,I got my fire for my birthday last month. And I enjoy the apps and the fact that I can read anywhere and play games. The best part is I can read in bed or In the car while my husband is driving. I love my fire😁,fire birthday last month enjoy apps fact read anywhere play games best part read husband driving love fire,"['fire', 'birthday', 'last', 'month', 'enjoy', 'app', 'fact', 'read', 'anywhere', 'play', 'game', 'good', 'part', 'read', 'husband', 'drive', 'love', 'fire']"
27644,1,I love my new kindle.,love kindle,"['love', 'kindle']"
28643,1,Awesome so far. Love it,Awesome Love,"['awesome', 'love']"
16665,1,this product met and exceeded my expectations,product exceeded expectations,"['product', 'exceed', 'expectation']"
6505,1,"Exactly what I needed. Great display, enough functionality.",Exactly needed Great display enough functionality,"['exactly', 'need', 'great', 'display', 'enough', 'functionality']"
25131,1,"Love the HD!  Prefer the way my first generation Fire works better than my 4th gen HD Fire, so I use both.",Love Prefer first generation Fire works better Fire,"['love', 'prefer', 'first', 'generation', 'fire', 'work', 'well', 'fire']"
2952,1,its great you got to get one!!,great,['great']
24250,1,:),,['nan']
28852,1,"The only problem I have with it is that I wish I could delete apps no longer wanted.  It may be that I just haven't figured out how to do so.  Otherwise, I would highly recommend and have done so.",problem wish could delete apps longer wanted figured Otherwise would highly recommend done,"['problem', 'wish', 'could', 'delete', 'app', 'long', 'want', 'figure', 'otherwise', 'would', 'highly', 'recommend', 'do']"
20947,1,Very satisfied...good product!,Very satisfied good product,"['very', 'satisfied', 'good', 'product']"
28616,1,For the money is it sooo worth it!!,money sooo worth,"['money', 'sooo', 'worth']"
5174,1,My children purchased this for Mother's Day. A week later it would not start up so I called Amazon and they sent me a new one.  Love my kindle! It makes my life so portable!!,children purchased Mother week later would start called Amazon sent Love kindle makes life portable,"['child', 'purchase', 'mother', 'week', 'later', 'would', 'start', 'call', 'amazon', 'send', 'love', 'kindle', 'make', 'life', 'portable']"
10610,1,"Like it, so far I've watched 2 movies, downloaded about 20 songs, a book, and a card game.  Only had it one week so I'm still learning my way around on it.  I ordered for my wife to use but so far I haven't given her much of a chance to use it I'll probably wind up ordering another for myself.",Like watched movies downloaded songs book card game Only week still learning around ordered wife given much chance probably wind ordering another,"['like', 'watch', 'movie', 'download', 'song', 'book', 'card', 'game', 'only', 'week', 'still', 'learn', 'around', 'order', 'wife', 'give', 'much', 'chance', 'probably', 'wind', 'order', 'another']"
21435,1,"Purchased as a gift for my wife, She loves it!! Easy to use and set up!",Purchased gift wife loves Easy,"['purchase', 'gift', 'wife', 'love', 'easy']"
22516,1,great present easy to work does what it is programed for,great present easy work programed,"['great', 'present', 'easy', 'work', 'program']"
2669,1,"So far, I'm living it!",living,['live']
21894,1,This was a Christmas gift from my husband.  I've used it every day since I opened the gift.  I love it!  I love the fact that I'm not limited to only reading books.  It's like having a mini computer in your hands.,This Christmas gift husband used every since opened gift love love fact limited reading books like mini computer hands,"['this', 'christmas', 'gift', 'husband', 'use', 'every', 'since', 'open', 'gift', 'love', 'love', 'fact', 'limited', 'reading', 'book', 'like', 'mini', 'computer', 'hand']"
7746,1,Love it!,Love,['love']
16845,1,Love this.  So easy to use and have spent hours playing games and reading.,Love easy spent hours playing games reading,"['love', 'easy', 'spend', 'hour', 'playing', 'game', 'read']"
3491,1,We go it for my son for his birthday and it's everything we hoped for and more.  The only that was a little frustrating was trying to find where the settings were.  The instructions were not very clear.,birthday everything hoped little frustrating trying find settings instructions clear,"['birthday', 'everything', 'hope', 'little', 'frustrating', 'try', 'find', 'setting', 'instruction', 'clear']"
16053,1,Very nice product!,Very nice product,"['very', 'nice', 'product']"
13257,1,"Good fast working item, camera needs to be better. It isn't all that clear.",Good fast working item camera needs better clear,"['good', 'fast', 'work', 'item', 'camera', 'need', 'well', 'clear']"
11403,1,Cheaper to use than a plan on your phone!,Cheaper plan phone,"['cheap', 'plan', 'phone']"
22010,1,I love my new Kindle fire! The only downfall is that I have had it for less than a week and the screen already has a dead pixel :( this was due to nothing I did to it since it was only taken out of the box 3 times and never dropped.,love Kindle fire downfall less week screen already dead pixel nothing since taken times never dropped,"['love', 'kindle', 'fire', 'downfall', 'less', 'week', 'screen', 'already', 'dead', 'pixel', 'nothing', 'since', 'take', 'time', 'never', 'drop']"
30431,1,Love it millions...I got it the day it came out I will never live without a kindle fire again.,Love millions came never live without kindle fire,"['love', 'million', 'come', 'never', 'live', 'without', 'kindle', 'fire']"
20169,1,"For me, it does everything I need! I especially like it for playing Words with Friends.",everything need especially like playing Words Friends,"['everything', 'need', 'especially', 'like', 'play', 'word', 'friend']"
12085,1,I am enjoying my Kindle Fire 7 very much. A versatile device. Highly recommended.,enjoying Kindle Fire much versatile device Highly recommended,"['enjoy', 'kindle', 'fire', 'much', 'versatile', 'device', 'highly', 'recommend']"
13303,1,I love my Fire Hd,love Fire,"['love', 'fire']"
9224,1,the fire HD 7 was well worth the money.,fire well worth money,"['fire', 'well', 'worth', 'money']"
18178,1,"Perfect for my needs.  Great for traveling.  Besides books, games, and movies, I can keep up with email, banking, and Facebook without carrying a heavy laptop around.",Perfect needs Great traveling Besides books games movies keep email banking Facebook without carrying heavy laptop around,"['perfect', 'need', 'great', 'travel', 'besides', 'book', 'game', 'movie', 'keep', 'email', 'banking', 'facebook', 'without', 'carry', 'heavy', 'laptop', 'around']"
24019,1,It works like a dream,works like dream,"['work', 'like', 'dream']"
17141,1,I got 2 of theses for my 6 and 5 yr old. very good for them. i especially like the parental control on it. if they dont read for 20 min ( what i set it for) the games apps wont start. very good for them.,theses good especially like parental control dont read games apps wont start good,"['these', 'good', 'especially', 'like', 'parental', 'control', 'do', 'not', 'read', 'game', 'app', 'will', 'not', 'start', 'good']"
14854,1,I love mine,love mine,"['love', 'mine']"
23150,1,"Bought this for my wife because I like mine so much. She thinks it's great. Some nice updates to the physical components, the placement of buttons and whatnot. Shipped with a charger, so Amazon has finally started selling their electronics with everything that it takes to make them operate. Still waiting for the 19$ you owe me for mine.",Bought wife like mine much thinks great Some nice updates physical components placement buttons whatnot Shipped charger Amazon finally started selling electronics everything takes make operate Still waiting mine,"['buy', 'wife', 'like', 'mine', 'much', 'think', 'great', 'some', 'nice', 'update', 'physical', 'component', 'placement', 'button', 'whatnot', 'ship', 'charger', 'amazon', 'finally', 'start', 'sell', 'electronic', 'everything', 'take', 'make', 'operate', 'still', 'wait', 'mine']"
29648,1,Fabulous screen is great.am nearly doing without iPad.,Fabulous screen great nearly without iPad,"['fabulous', 'screen', 'great', 'nearly', 'without', 'ipad']"
25539,1,Great! I love it!,Great love,"['great', 'love']"
27122,1,"Nice tablet, great price.  Easier to navigate than my Dell Venue.  They truly should add memory card slot however.",Nice tablet great price Easier navigate Dell Venue They truly memory card slot however,"['nice', 'tablet', 'great', 'price', 'easy', 'navigate', 'dell', 'venue', 'they', 'truly', 'memory', 'card', 'slot', 'however']"
8605,1,"This is an excellent device, and it's easy to use.",This excellent device easy,"['this', 'excellent', 'device', 'easy']"
17542,1,User friendly and great for those of us that love reading.,User friendly great love reading,"['user', 'friendly', 'great', 'love', 'read']"
7120,1,Very happy,Very happy,"['very', 'happy']"
2979,1,i love my kindle its so cool...i tend to use it at work as a distraction to have on while i work and it works fabulous.,love kindle cool tend work distraction work works fabulous,"['love', 'kindle', 'cool', 'tend', 'work', 'distraction', 'work', 'work', 'fabulous']"
15333,1,"I like my new Fire HD 7.  I haven't ever had one before.  I am not too fond of the camera.  Probably won't use it all that much since I have a smart phone.  I have enjoyed the games on it, and have downloaded a book.  Love looking on the internet.  I used to use my phone for the internet, but it was too hard on my eyes.",like Fire ever fond camera Probably much since smart phone enjoyed games downloaded book Love looking internet used phone internet hard eyes,"['like', 'fire', 'ever', 'fond', 'camera', 'probably', 'much', 'since', 'smart', 'phone', 'enjoy', 'game', 'download', 'book', 'love', 'look', 'internet', 'use', 'phone', 'internet', 'hard', 'eye']"
28302,1,"Got for my son for Christmas. Seems to work much better than the Nook he had before this. I purchased the version without ads, however there are still ads that pop up sometimes. Other than that annoyance it seems fine.",Christmas Seems work much better Nook purchased version without however still sometimes Other annoyance seems fine,"['christmas', 'seem', 'work', 'much', 'well', 'nook', 'purchase', 'version', 'without', 'however', 'still', 'sometimes', 'other', 'annoyance', 'seem', 'fine']"
23095,1,It is great,great,['great']
23438,1,Excellent product nothing short of what we expected. We got my son a Kindle Fire when they first came out and have been very pleased since then. These are no exception. An amazing device for the money.,Excellent product nothing short expected Kindle Fire first came pleased since These exception amazing device money,"['excellent', 'product', 'nothing', 'short', 'expect', 'kindle', 'fire', 'first', 'come', 'pleased', 'since', 'these', 'exception', 'amazing', 'device', 'money']"
20325,1,Great picture and sound! User friendly!,Great picture sound User friendly,"['great', 'picture', 'sound', 'user', 'friendly']"
10382,1,"Battery doesn't last as long as I'd like, but otherwise I love it.",Battery last long like otherwise love,"['battery', 'last', 'long', 'like', 'otherwise', 'love']"
28253,1,"Great tablet, you guys took my suggestion and put a camera on the back side, thanks.",Great tablet guys took suggestion camera back side thanks,"['great', 'tablet', 'guy', 'take', 'suggestion', 'camera', 'back', 'side', 'thank']"
18540,1,It does everything I wanted it to do. Was easy for this gramma to set up. Now if only the grandboys would stop beating me at games.,everything wanted easy gramma grandboys would stop beating games,"['everything', 'want', 'easy', 'gramma', 'grandboy', 'would', 'stop', 'beat', 'game']"
2907,1,"Amazon has Kindle production down to a fine art! Quick and accurate, this device is a favorite of mine. Amazon is easy to work with and their customer service is unsurpassed.",Amazon Kindle production fine Quick accurate device favorite mine Amazon easy work customer service unsurpassed,"['amazon', 'kindle', 'production', 'fine', 'quick', 'accurate', 'device', 'favorite', 'mine', 'amazon', 'easy', 'work', 'customer', 'service', 'unsurpasse']"
15131,1,"Bought this for a gift for my granddaughter and she is doing everything she wanted to do on it with no complaints - if she is happy, I'm happy!",Bought gift granddaughter everything wanted complaints happy happy,"['buy', 'gift', 'granddaughter', 'everything', 'want', 'complaint', 'happy', 'happy']"
30062,1,The fire is great deal for the money.,fire great deal money,"['fire', 'great', 'deal', 'money']"
28308,1,"Lighjt in design  i loved to feel . i bought as christmas gifts , was absolutely perfect and is used all the time.",Lighjt design loved feel bought christmas gifts absolutely perfect used time,"['lighjt', 'design', 'love', 'feel', 'buy', 'christmas', 'gift', 'absolutely', 'perfect', 'use', 'time']"
15557,1,Very good,Very good,"['very', 'good']"
26768,1,Nice product.,Nice product,"['nice', 'product']"
3240,1,Just in time and what I wanted.,Just time wanted,"['just', 'time', 'want']"
6726,1,"But your really need to put some kind of instructions with it, for folks like myself(senior) I had to have my grand daughter show me how to use it.<br />But the device itself is really nice. Thank you",really need kind instructions folks like senior grand daughter show device really nice Thank,"['really', 'need', 'kind', 'instruction', 'folk', 'like', 'senior', 'grand', 'daughter', 'show', 'device', 'really', 'nice', 'thank']"
22277,1,Having a really great time with my Kindle. Love the reading,Having really great time Kindle Love reading,"['have', 'really', 'great', 'time', 'kindle', 'love', 'read']"
16429,1,Love it!!!!!,Love,['love']
14631,1,"While my daughter loves her Kindle Fire, we are disappointed with the battery life. The specs state the battery will last 8 hours and that is not our experience. We have followed the recommendations of closing down apps while not in use, etc, but that hasn't helped.",While daughter loves Kindle Fire disappointed battery life specs state battery last hours experience followed recommendations closing apps helped,"['while', 'daughter', 'love', 'kindle', 'fire', 'disappointed', 'battery', 'life', 'spec', 'state', 'battery', 'last', 'hour', 'experience', 'follow', 'recommendation', 'close', 'app', 'help']"
26030,1,Absolutely love it!,Absolutely love,"['absolutely', 'love']"
29545,1,"Super tablet,I recommend this to anyone. I had one of the first Kindle Fires and loved it, but this one is so much better.",Super tablet recommend anyone first Kindle Fires loved much better,"['super', 'tablet', 'recommend', 'anyone', 'first', 'kindle', 'fire', 'love', 'much', 'well']"
10212,1,I love my Fire ..... can't put it down.....<br />This is # three Fire...They all still work fine.....<br />Thanks Amazon...  I may try the 6 inch fire next time.......<br />mm,love Fire This three Fire They still work fine Thanks Amazon inch fire next time,"['love', 'fire', 'this', 'three', 'fire', 'they', 'still', 'work', 'fine', 'thank', 'amazon', 'inch', 'fire', 'next', 'time']"
30275,1,Granddaughter loves this Kindle.,Granddaughter loves Kindle,"['granddaughter', 'love', 'kindle']"
22738,1,"I have one and bought this one for my husband.  We are both avid readers and are pleased with how easy it is to order the next book, especially with Kindle unlimited available.  We like to go on the web as we read to check out places or people in the books.  The grandchildren love the free games and apps feature. The videos and music feature provide added entertainment. As a gift. this is a winner.",bought husband avid readers pleased easy order next book especially Kindle unlimited available like read check places people books grandchildren love free games apps feature videos music feature provide added entertainment gift winner,"['buy', 'husband', 'avid', 'reader', 'please', 'easy', 'order', 'next', 'book', 'especially', 'kindle', 'unlimited', 'available', 'like', 'read', 'check', 'place', 'people', 'book', 'grandchild', 'love', 'free', 'game', 'app', 'feature', 'video', 'music', 'feature', 'provide', 'add', 'entertainment', 'gift', 'winner']"
6894,1,Satisfied all required needs.  Easy to learn how to use.,Satisfied required needs Easy learn,"['satisfied', 'require', 'need', 'easy', 'learn']"
14137,1,Great device and does so much and makes it even better when the price is perfect.,Great device much makes even better price perfect,"['great', 'device', 'much', 'make', 'even', 'well', 'price', 'perfect']"
1777,1,Its more than what i expected!,expected,['expect']
26537,1,it's excellent,excellent,['excellent']
9163,1,Still a novice on this product so I don't feel right commenting other than the book I read was easy to read.,Still novice product feel right commenting book read easy read,"['still', 'novice', 'product', 'feel', 'right', 'comment', 'book', 'read', 'easy', 'read']"
